Unnamed: 0,Title,Year,Run Time,Rating,Votes,MetaScore,Gross,Genre,Certification,Director,Stars,Description,Storyline,Plot Keywords
2525,Wall Street,1987,126,7.3,161974,56,43850000,"['Crime', ' Drama']",R,['Oliver Stone'],"['Charlie Sheen', 'Michael Douglas', 'Tamara Tunie', 'Franklin Cover']","['An', 'impatient', 'young', 'stockbroker', 'is', 'willing', 'to', 'do', 'anything', 'to', 'get', 'to', 'the', 'top,', 'including', 'trading', 'on', 'illegal', 'inside', 'information', 'taken', 'through', 'a', 'ruthless,', 'greedy', 'corporate', 'raider', 'who', 'takes', 'the', 'youth', 'under', 'his', 'wing.']",,"based on true story, stockbroker, debauchery, stock manipulation, hot candle wax during sex, extramarital affair, oral sex, caught masturbating, anal sex, dysfunctional marriage, female nudity, fellatio, 1990s, adultery, sex in bed, marital rape, sex standing up, breaking the fourth wall, infidelity, corporate fraud, money laundering, wall street manhattan new york city, female full frontal nudity, female rear nudity, lust, corruption, masturbating in public, mile high club, marriage, fellatio in an elevator, sex in a limousine, sex with multiple partners, orgy, swiss banker, manager, ankle monitor, black monday, sex in public, london england, drug addiction, drug addict, interrupted sex, financial ruin, white collar crime, stock market, male frontal nudity, female frontal nudity, quaalude, public nudity, scam"
2526,Lincoln,2012,150,7.3,268254,87,182210000,"['Biography', ' Drama', ' History']",PG-13,['Steven Spielberg'],"['Daniel Day-Lewis', 'Sally Field', 'David Strathairn', 'Joseph Gordon-Levitt']","['As', 'the', 'American', 'Civil', 'War', 'continues', 'to', 'rage,', ""America's"", 'president', 'struggles', 'with', 'continuing', 'carnage', 'on', 'the', 'battlefield', 'as', 'he', 'fights', 'with', 'many', 'inside', 'his', 'own', 'cabinet', 'on', 'the', 'decision', 'to', 'emancipate', 'the', 'slaves.']",,"based on novel, psychological, car, town, lawyer, stripper, security, criminal, based on film, legal, drug, friend, courtroom, victim, murder, work, city, legal drama, drive, office, police, justice, deception, pistol, judge, lincoln the car, lincoln town car, handgun, investigation, plot twist"
2527,Raya and the Last Dragon,2021,107,7.3,164340,74,54720000,"['Animation', ' Action', ' Adventure']",PG,"['Don Hall', 'Carlos López Estrada', 'Paul Briggs', 'John Ripa']","['Kelly Marie Tran', 'Awkwafina', 'Gemma Chan', 'Izaac Wang']","['In', 'a', 'realm', 'known', 'as', 'Kumandra,', 'a', 're-imagined', 'Earth', 'inhabited', 'by', 'an', 'ancient', 'civilization,', 'a', 'warrior', 'named', 'Raya', 'is', 'determined', 'to', 'find', 'the', 'last', 'dragon.']",,"dragon, warrior, cgi animation, female warrior, asia, baby, sympathetic monster, turned to stone, sacrifice, armadillo, action girl, asian culture, cg animation, no opening credits, female protagonist, tough girl, computer animation, five word title, asian dragon, southeast asia, comic relief, asian conical hat, booby trap, princess, talking dragon, shipwreck, disney, disney princess, water dragon, tied up, tied back to back, woman tied up, crossbow, shot with a crossbow, mother daughter relationship, father daughter relationship, monster, gem, feast, pendant, shapeshifter, map, con baby, fog, rain, mourning, trust, restauranteur, con artist, warrior princess"
2528,Instant Family,2018,118,7.3,115083,57,67360000,"['Comedy', ' Drama']",PG-13,['Sean Anders'],"['Mark Wahlberg', 'Rose Byrne', 'Isabela Merced', 'Gustavo Escobar']","['A', 'couple', 'find', 'themselves', 'in', 'over', 'their', 'heads', 'when', 'they', 'foster', 'three', 'children.']",,"parenting, adoption, support group, adoptive family, adoptive mother adoptive son relationship, mother son relationship, adoptive father adopted son relationship, problem child, anger, foster parent, childless couple, texting, adolescence, substance abuse, family dog, adoptive mother adoptive daughter relationship, adoptive father adoptive daughter relationship, social worker, seminar, christmas tree, home renovation, christmas day, fire, birthday party, amusement park, nail gun, emergency room, camping, water gun, nude selfie, court hearing, tantrum, rage, anguish, reference to pubic hair, fertility, sexting, husband wife relationship, wisecrack humor, no opening credits, no title at beginning, reference to blake griffin, fixer upper, house flipping, bloody nose, family dinner, thanksgiving dinner, cardboard box, christmas present, potato chip"
2529,Hustle,2022,117,7.3,137029,68,,"['Comedy', ' Drama', ' Sport']",R,['Jeremiah Zagar'],"['Adam Sandler', 'Queen Latifah', 'Juancho Hernangomez', 'Ben Foster']","['A', 'basketball', 'scout', 'discovers', 'a', 'phenomenal', 'street', 'ball', 'player', 'while', 'in', 'Spain', 'and', 'sees', 'the', 'prospect', 'as', 'his', 'opportunity', 'to', 'get', 'back', 'into', 'the', 'NBA.']",,"girl, dramedy, f word, basketball, career, spain, business, job, basketball court, basketball player, journey, airport, germany, greece, child, manager, office, black woman white man relationship, mixed race child, interracial romance, interracial love, subtitled scene, basketball movie, father daughter relationship, nba national basketball association, athletic training, 22 year old, 22 year old man, mother daughter relationship, philadelphia pennsylvania, new york city, professional basketball, aspiring filmmaker, fictional tv show, hotel, money, hotel room, pringles chips, watching tv, cell phone, telephone call, tall man, spanish, brother sister relationship, death of employer, fired from a job, running man, weightlifting, pull ups, tattooed man"
2530,Eye in the Sky,2015,102,7.3,89921,73,18700000,"['Action', ' Drama', ' Thriller']",R,['Gavin Hood'],"['Helen Mirren', 'Aaron Paul', 'Alan Rickman', 'Barkhad Abdi']","['Col.', 'Katherine', 'Powell,', 'a', 'military', 'officer', 'in', 'command', 'of', 'an', 'operation', 'to', 'capture', 'terrorists', 'in', 'Kenya,', 'sees', 'her', 'mission', 'escalate', 'when', 'a', 'girl', 'enters', 'the', 'kill', 'zone', 'triggering', 'an', 'international', 'dispute', 'over', 'the', 'implications', 'of', 'modern', 'warfare.']",,"drone pilot, terrorist cell, drone strike, terrorist, collateral damage, air strike, aerial surveillance, drone warfare, rules of engagement, bazaar, african terrorism, top level terrorist, woman commanding officer, military drone, blonde, insect drone, military, kenya, drone, surveillance, top secret, video surveillance, video conferencing, drone attack, suicide bomber, facial recognition software, hidden camera, real time, war on terrorism, terrorism, military law, moral dilemma, analyst, technology, suspense, speculative fiction, joint british us military mission, military vs political, bucket, title spoken by character, hula hooping, dog, military uniform, plane, aircraft, suitcase, bicycle, bike, talking on phone, man wears a suit and tie"
2531,Megamind,2010,95,7.3,283711,63,148420000,"['Animation', ' Action', ' Comedy']",PG,['Tom McGrath'],"['Will Ferrell', 'Jonah Hill', 'Brad Pitt', 'Tina Fey']","['Evil', 'genius', 'Megamind', 'finally', 'defeats', 'his', 'do-gooder', 'nemesis,', 'Metro', 'Man,', 'but', 'is', 'left', 'without', 'a', 'purpose', 'in', 'a', 'superhero-free', 'world.']",,"superhero, prison, super villain, transformation, faked death, time bomb, non comic book superhero, superhero parody, tubi tv, cult film, liar revealed, male protagonist, paramount, computer animation, blockbuster, dreamworks, title directed by male, title directed by man, title written by male, male antagonist, dance party ending, furry, hero villain relationship, superhero sci fi, news van, reference to jean paul gaultier, childhood memory, interracial love, boom box, baldness, superman spoof, spoof, 28 year old man, cg animation, superhero action, abandoning job, laser vision, north american animation, 2010s, megamind character, minion from megamind character, brainbot from megamind character, spiderbot from megamind character, stalking, blue skinned humanoid, big head, big headed alien, reference to superman, 2010, city"
2532,A Walk to Remember,2002,101,7.3,217894,35,41280000,"['Drama', ' Romance']",PG,['Adam Shankman'],"['Mandy Moore', 'Shane West', 'Peter Coyote', 'Daryl Hannah']","['Two', 'North', 'Carolina', 'teens,', 'Landon', 'Carter', 'and', 'Jamie', 'Sullivan,', 'are', 'thrown', 'together', 'after', 'Landon', 'gets', 'into', 'trouble', 'and', 'is', 'sentenced', 'to', 'perform', 'community', 'service.']",,"rebellious teenager, north carolina, practical joke, teen drama, prank gone wrong, nicholas sparks, underage drinking, bully comeuppance, acting musician, ex boyfriend ex girlfriend relationship, widower, clique, scene during opening credits, interracial friendship, peer pressure, initiation rite, single parent, single father, redemption, teenage love, father son estrangement, dating, rebel, christianity, mother son relationship, high school sweethearts, father son relationship, coming of age, evangelical christianity, teen romance, star crossed lovers, drama club, based on novel, death of teenage girl, death of young girl, death of a girl, sad ending, overalls, principal, schoolteacher, motor vehicle, car, u.s. car, chevrolet, chevrolet motor vehicle, chevrolet camaro, ford, ford motor vehicle, ford car, ford escape"
2533,Eraserhead,1977,89,7.3,123515,87,7000000,"['Fantasy', ' Horror']",Not Rated,['David Lynch'],"['Jack Nance', 'Charlotte Stewart', 'Allen Joseph', 'Jeanne Bates']","['Henry', 'Spencer', 'tries', 'to', 'survive', 'his', 'industrial', 'environment,', 'his', 'angry', 'girlfriend,', 'and', 'the', 'unbearable', 'screams', 'of', 'his', 'newly', 'born', 'mutant', 'child.']",,"surrealism, psychosis, nightmare, experimental film, radiator, avant garde, factory, baby, electricity, cult film, directorial debut, deformed baby, metamorphosis, midnight movie, murder, thermometer, seizure, dream sequence, dadaism, enigma, loneliness, violence, apartment, low budget film, pencil eraser, father son relationship, family relationships, mutant baby, anxiety, synthetic meat, surprise ending, mutation, severed head, grandmother, dog, puddle, hermit, pencil, dance, couch, silent, machinery, worm, dinner, dissection, stage, mysterious man, lever, one word title, mother"
2534,Lars and the Real Girl,2007,106,7.3,151603,70,5970000,"['Comedy', ' Drama', ' Romance']",PG-13,['Craig Gillespie'],"['Ryan Gosling', 'Emily Mortimer', 'Paul Schneider', 'R.D. Reid']","['A', 'delusional', 'young', 'man', 'strikes', 'up', 'an', 'unconventional', 'relationship', 'with', 'a', 'doll', 'he', 'finds', 'on', 'the', 'Internet.']",,"sex doll, introvert, psychologist, shyness, in love with an inanimate object, mental illness, delusion, rural setting, child like, boyfriend girlfriend relationship, lifesize doll, aphephobia, imaginary girlfriend, mother dies in childbirth, small town, counseling, church, brother brother relationship, wwjd, spring the season, doll, loss of confidence, rejection, loneliness, guilt, doctor's office, physician, church service, teddy bear, cemetery, neighbor, wheelchair, garage, bowling alley, anxiety attack, church choir, chopping wood, family relationships, bathtub, community support, winter, tolerance, first kiss, death in childbirth, brother in law sister in law relationship, bowling, internet, ineptitude, dark romance, gentle cinema"
2535,Equilibrium,2002,107,7.3,341796,33,1200000,"['Action', ' Drama', ' Sci-Fi']",R,['Kurt Wimmer'],"['Christian Bale', 'Sean Bean', 'Emily Watson', 'Taye Diggs']","['In', 'an', 'oppressive', 'future', 'where', 'all', 'forms', 'of', 'feeling', 'are', 'illegal,', 'a', 'man', 'in', 'charge', 'of', 'enforcing', 'the', 'law', 'rises', 'to', 'overthrow', 'the', 'system', 'and', 'state.']",,"dystopia, suppression of emotion, gun fu, law, brainwashing, 2070s, one against many, one man army, anti state, post apocalypse, neo noir, world war three, big brother, mind control, conformity, drug use, totalitarian government, rain, totalitarianism, bullet dodging, stoicism, love, dictatorship, anti hero, gun, betrayal, gun kata, emotionlessness, shootout, rebellion, martial arts, cleric, fascist, 2000s, handgun, firearm, weapon, assault rifle, semi automatic pistol, bladed weapon, canine, semi automatic weapon, dual wield, punch into the camera, walking into the camera, low budget sci fi movie, disney, alliance atlantis, blowtorch, flamethrower"
2536,Paddington,2014,95,7.3,126809,77,76270000,"['Adventure', ' Comedy', ' Family']",PG,['Paul King'],"['Hugh Bonneville', 'Sally Hawkins', 'Julie Walters', 'Jim Broadbent']","['A', 'young', 'Peruvian', 'bear', 'travels', 'to', 'London', 'in', 'search', 'of', 'a', 'home.', 'Finding', 'himself', 'lost', 'and', 'alone', 'at', 'Paddington', 'Station,', 'he', 'meets', 'the', 'kindly', 'Brown', 'family,', 'who', 'offer', 'him', 'a', 'temporary', 'haven.']",,"bear, paddington station london, talking bear, taxidermist, title spoken by character, disguise, rescue, monkey, family relationships, jungle, fake newsreel, kidnapping, police, theft, pigeon, boat, earthquake, interspecies friendship, younger version of character, death of uncle, man dresses as a woman, live action animated hybrid, live action cgi hybrid, pneumatic tube, pneumatic post, animal character name as title, cgi animal in live action title, snowball fight, man disguised as a woman, reference to world war two, absurdism, insurance policy, hat, vacuum cleaner, attic, dollhouse, retirement home, immigrant, parenthood, tranquilizer dart, blow dart, telephone booth, archive, newsreel, diorama, houseguest, headphones, stowaway, embarrassment, umbrella"
